CD_UF;NM_UF;CD_MUNIC;NM_MUNIC;ID_LI;CD_LI;OCORRENCIA;NM_LI;CD_SETOR;SITUACAO;CD_SIT;CD_TIPO;CD_AGLOM;NM_AGLOM;CD_TI;TI_FUNAI;NM_TI;FASE;C_CR_FUNAI;N_CR_FUNAI;ALD_FUNAI;VAL_FUNAI;ALD_SIASI;VAL_SIASI;AMZ_LEG;LAT;LONG
13;Amazonas;1304062;Tabatinga;1300244;1311297;1;Aldeia Indígena Barreirinha;130406205000080;Rural;5;5;130406200032;Aldeia Indígena Barreirinha;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2724;1;49962;1;1;-4.021894306;-69.48441525
13;Amazonas;1303809;São Gabriel da Cachoeira;1300245;1312259;1;Comunidade Indígena Warirambá;130380905000269;Rural;8;5;130380900231;Aldeia Indígena Wariramba;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2752;2;52584;1;1;1.523947556;-68.17251558
13;Amazonas;1302405;Lábrea;1300246;1311089;1;Aldeia Indígena Crispim;130240505000094;Rural;8;5;130240500010;Aldeia Indígena Crispim;8354;34402;Paumari do Lago Marahã;Regularizada;30202001878;Médio Purus;2236;1;51835;1;1;-7.511731778;-65.26537019
13;Amazonas;1300409;Barcelos;1300247;1310782;1;Aldeia Indígena Waharu;130040905000142;Rural;8;5;130040900029;Aldeia Indígena Waharu;8656;50901;Yanomami;Regularizada;30202001955;Roraima;3278;2;50812;2;1;1.313391694;-64.20948042
13;Amazonas;1304237;Tonantins;1300249;1311127;1;Aldeia Indígena Jacaperí Perpétua;130423705000102;Rural;8;5;130423700043;Aldeia Indígena Jacaperí Perpétua;50587;58201;São Domingos do Jacapari e Estação;Regularizada;30202001857;Alto Solimões;2679;1;52527;1;1;-2.630098861;-67.38329425
13;Amazonas;1303809;São Gabriel da Cachoeira;1300251;1310282;1;Comunidade Indígena São José (Rio Içana);130380905000207;Rural;5;5;130380900095;Aldeia Indígena São José;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4982;2;49963;2;1;1.486118;-68.22052925
13;Amazonas;1301704;Humaitá;1300253;1312521;1;Aldeia Indígena Forquilha Grande;130170405000128;Rural;5;5;130170400033;Aldeia Indígena Furquilha Grande;8397;35701;Pirahã;Regularizada;30202001864;Madeira;2431;2;;;1;-7.364463389;-62.27332344
13;Amazonas;1303304;Novo Aripuanã;1300254;1311131;1;Comunidade Indígena Vista Alegre;130330405000084;Rural;5;5;130330400016;Aldeia Indígena Vista Alegre 1;50627;43101;Setemã;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-4.895727639;-60.02150917
13;Amazonas;1304062;Tabatinga;1300256;1311187;1;Aldeia Indígena Cajari 2;130406205000083;Rural;5;5;130406200035;Aldeia Indígena Cajari 2;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;1746;1;47579;1;1;-3.849483583;-69.42278317
13;Amazonas;1304062;Tabatinga;1300257;1310078;1;Aldeia Indígena Porto Extrema;130406205000178;Rural;7;5;130406200066;Comunidade Indígena Porto Extrema;9350;47001;Tukuna Umariaçu;Regularizada;30202001857;Alto Solimões;4505;1;51059;1;1;-4.275081111000001;-69.93721939
13;Amazonas;1300631;Beruri;1300259;1311706;1;Aldeia Indígena Santa Rita;130063105000101;Rural;8;5;130063100029;Aldeia Indígena Santa Rita;8478;45103;Itixi Mitari;Regularizada;30202001871;Manaus;2538;1;49406;1;1;-4.690712805555556;-62.51703058333333
13;Amazonas;1303809;São Gabriel da Cachoeira;1300260;1311572;1;Aldeia Indígena Canadá;130380905000079;Rural;5;5;130380900007;Aldeia Indígena Canadá;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;1670;2;50349;1;1;1.208998306;-69.01602283
13;Amazonas;1304104;Tapauá;1300262;1310425;1;Aldeia Indígena Cidadezinha;130410405000056;Rural;8;5;130410400008;Aldeia Indígena Cidadezinha;8044;10901;Deni;Regularizada;30202001878;Médio Purus;712;1;52010;1;1;-6.793909056;-66.68569408
13;Amazonas;1304203;Tefé;1300265;1311396;1;Aldeia Indígena Barreira da Missão do Meio;130420305000096;Rural;8;5;130420300009;Aldeia Indígena Barreira da Missão do Meio;8630;5901;Barreira da Missão;Regularizada;30202001857;Alto Solimões;1765;1;47147;1;1;-3.399791056;-64.62484533
13;Amazonas;1303700;Santo Antônio do Içá;1300266;1312331;1;Comunidade Indígena Floresta Amazônica;130370005000089;Rural;8;5;130370000017;Aldeia Indígena Floresta Amazônica;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2799;1;49963;2;1;-3.397085389;-69.24539103
13;Amazonas;1300607;Benjamin Constant;1300267;1311165;1;Aldeia Indígena São Luís;130060705000053;Rural;8;5;130060700013;Aldeia Indígena São Luis;50042;25401;Lauro Sodré;Regularizada;30202001857;Alto Solimões;2431;2;;;1;-4.405111944;-69.91597228
13;Amazonas;1300201;Atalaia do Norte;1300268;1312526;1;Aldeia Indígena Soles;130020105000061;Rural;5;5;130020100046;Aldeia Indígena Soles;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;404;1;49775;1;1;-5.270968361;-72.85993067
13;Amazonas;1303809;São Gabriel da Cachoeira;1300271;1310400;1;Bairro São José (Cucuí);130380912000001;Rural;5;5;130380900421;Aldeia Indígena de Cucuí;50700;59601;Cué Cué/Marabitanas;Declarada;30202001885;Rio Negro;3188;1;48741;1;1;1.180871667;-66.83451228
13;Amazonas;1303809;São Gabriel da Cachoeira;1300272;1312527;1;Comunidade Indígena Castelo Branco;130380915000010;Rural;8;5;130380900139;Aldeia Indígena Castelo Branco;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4982;2;49963;2;1;1.362631694;-67.955862
13;Amazonas;1303809;São Gabriel da Cachoeira;1300273;1311881;1;Comunidade Indígena Itapereira;130380905000087;Rural;5;5;130380900017;Aldeia Indígena Itapereira;50048;28601;Médio Rio Negro II;Regularizada;30202001885;Rio Negro;4594;1;51697;1;1;-0.37135725;-66.28835489
13;Amazonas;1303809;São Gabriel da Cachoeira;1300274;1311257;1;Aldeia Indígena Waguiá;130380905000373;Rural;8;5;130380900361;Aldeia Indígena Waguia;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3795;2;47568;1;1;0.541447889;-69.91286994
13;Amazonas;1303809;São Gabriel da Cachoeira;1300275;1311465;1;Comunidade Indígena Fonte Boa (Foz do Rio Curicuriari);130380905000118;Rural;5;5;130380900185;Aldeia Indígena Unidade Curicuriari Fonte Boa;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;4602;1;48990;1;1;-0.204895889;-66.79565089
13;Amazonas;1300201;Atalaia do Norte;1300276;1312531;1;Aldeia Indígena Tawaya;130020105000155;Rural;8;5;130020100095;Aldeia Indígena Tawaya;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;305;1;51497;1;1;-5.946993667;-71.06257914
13;Amazonas;1300409;Barcelos;1300278;1310843;1;Aldeia Indígena Lahaka;130040905000140;Rural;8;5;130040900027;Aldeia Indígena Lahaka;8656;50901;Yanomami;Regularizada;30202001955;Roraima;1038;2;48282;1;1;1.31671425;-64.46264944
13;Amazonas;1301803;Ipixuna;1300280;1310886;1;Aldeia Indígena Boa Vista;130180305000022;Rural;8;5;130180300003;Aldeia Indígena Boa Vista;8184;23701;Kulina do Médio Juruá;Regularizada;30202001892;Vale do Javari;4982;2;49963;2;1;-7.033816389;-71.212147
13;Amazonas;1300201;Atalaia do Norte;1300281;1312457;1;Aldeia Indígena Vida Nova;130020105000071;Rural;5;5;130020100014;Aldeia Indígena Vida Nova;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;314;1;49704;1;1;-6.810238028;-72.17016369
13;Amazonas;1303700;Santo Antônio do Içá;1300284;1312496;1;Comunidade Indígena Ticuna Porto Velho;130370005000093;Rural;8;5;130370000021;Aldeia Indígena Porto Velho;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2806;1;48148;1;1;-3.409960833;-69.34501544
13;Amazonas;1303809;São Gabriel da Cachoeira;1300285;1312077;1;Comunidade Indígena Cabari;130380905000218;Rural;5;5;130380900144;Aldeia Indígena Comunidade Cabari;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;3787;2;49990;2;1;-0.060585778;-67.15484714
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300287;1311337;1;Aldeia Indígena Abianai;130360105000092;Rural;5;5;130360100020;Aldeia Indígena Abianai;50068;40401;Rio Téa;Regularizada;30202001885;Rio Negro;4579;1;51090;1;1;-0.407689722;-65.25151453
13;Amazonas;1301803;Ipixuna;1300288;1312078;1;Aldeia Indígena Valparaíso;130180305000029;Rural;8;5;130180300010;Aldeia Indígena Valparaíso;8184;23701;Kulina do Médio Juruá;Regularizada;30202001892;Vale do Javari;2580;2;47328;1;1;-7.005994306;-70.72055233
13;Amazonas;1303809;São Gabriel da Cachoeira;1300290;1310183;1;Comunidade Indígena Arurá;130380905000088;Rural;5;5;130380900016;Aldeia Indígena Arura;50048;28601;Médio Rio Negro II;Regularizada;30202001885;Rio Negro;4597;1;49963;2;1;-0.356750361;-66.33734533
13;Amazonas;1303809;São Gabriel da Cachoeira;1300291;1310179;1;Comunidade Indígena Ambaúba;130380915000011;Rural;8;5;130380900183;Aldeia Indígena Ambaúba;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3407;1;46865;1;1;1.293671611;-67.90599844
13;Amazonas;1302108;Japurá;1300292;1310079;1;Aldeia Indígena Jutaí;130210805000050;Rural;8;5;130210800005;Aldeia Indígena Jutaí;8320;33101;Parana do Boa Boa;Regularizada;30202001885;Rio Negro;4982;2;49963;2;1;-1.719940472;-66.88740344
13;Amazonas;1301951;Itamarati;1300294;1311723;1;Aldeia Indígena Santa Luzia;130195105000039;Rural;8;5;130195100017;Aldeia Indígena Santa Luzia Morada Nova;8044;10901;Deni;Regularizada;30202001878;Médio Purus;3777;2;51732;1;1;-6.640202722;-68.23983517
13;Amazonas;1303809;São Gabriel da Cachoeira;1300295;1310418;1;Aldeia Indígena Ucuqui Cachoeira;130380905000176;Rural;8;5;130380900070;Aldeia Indígena Ucuqui Cachoeira;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;1216;2;50347;1;1;1.243046944;-69.27203222
13;Amazonas;1300607;Benjamin Constant;1300297;1311412;1;Aldeia Indígena Nova Terra;130060705000056;Rural;8;5;130060700016;Aldeia Indígena Nova Terra;50707;52801;Guanabara;Declarada;30202001857;Alto Solimões;1841;1;48046;1;1;-4.408193787860317;-69.8927693
13;Amazonas;1303908;São Paulo de Olivença;1300298;1311141;1;Aldeia Indígena Novo São José;130390815000041;Rural;5;5;130390800062;Comunidade Indígena Novo São José;7820;12201;Évare II;Regularizada;30202001857;Alto Solimões;2733;1;51581;1;1;-4.081555306000001;-69.49108794
13;Amazonas;1300409;Barcelos;1300299;1312001;1;Aldeia Indígena Komixipiwei;130040905000104;Rural;8;5;130040900014;Aldeia Indígena Komixipiwei;8656;50901;Yanomami;Regularizada;30202001955;Roraima;313;2;50213;1;1;1.313804361;-63.51172625
13;Amazonas;1300201;Atalaia do Norte;1300300;1310887;1;Aldeia Indígena Lago Grande;130020105000120;Rural;8;5;130020100066;Aldeia Indigena Três José;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;2843;1;49276;1;1;-4.415820694;-71.02119881
13;Amazonas;1301407;Eirunepé;1300301;1312321;1;Aldeia Indígena Igarapé Grande;130140705000083;Rural;8;5;130140700023;Aldeia Indígena Igarapé Grande;8850;20601;Kanamari do Rio Juruá;Regularizada;30202001892;Vale do Javari;2470;2;48968;1;1;-6.668414361;-69.64486753
13;Amazonas;1303809;São Gabriel da Cachoeira;1300302;1311528;1;Comunidade Indígena São Joaquim (Igarapé Castanho);130380905000288;Rural;8;5;130380900379;Aldeia Indígena São Joaquim;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2458;2;50813;1;1;0.061331083;-69.74260069
13;Amazonas;1303809;São Gabriel da Cachoeira;1300304;1311331;1;Aldeia Indígena Matapi Cachoeira;130380905000196;Rural;8;5;130380900055;Aldeia Indígena Matapi Cachoeira;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;5010;2;49691;1;1;1.633689306;-69.06344383
13;Amazonas;1300086;Anamã;1300305;1311516;1;Aldeia Indígena Eware;130008605000014;Rural;8;5;130008600003;Aldeia Indígena Comunidade Indigena São Jose;8125;16601;Ilha do Camaleão;Regularizada;30202001871;Manaus;2526;1;52174;1;1;-3.676270694;-61.50604986
13;Amazonas;1302405;Lábrea;1300306;1312226;1;Aldeia Indígena Santa Rita;130240505000091;Rural;8;5;130240500007;Aldeia Indígena Santa Rita;8354;34402;Paumari do Lago Marahã;Regularizada;30202001878;Médio Purus;2244;1;51836;1;1;-7.390987;-65.188264
13;Amazonas;1300409;Barcelos;1300309;1311968;1;Aldeia Indígena Cachoeira do Aracá;130040905000147;Rural;8;5;130040900032;Aldeia Indígena Cachoeira do Aracá;8656;50901;Yanomami;Regularizada;30202001955;Roraima;1172;1;50884;1;1;0.88968475;-63.87462667
13;Amazonas;1301951;Itamarati;1300310;1312278;1;Aldeia Indígena Nova Morada Patauá;130195105000063;Rural;8;4;;;8044;10901;Deni;Regularizada;30202001878;Médio Purus;4982;2;49963;2;1;-6.28683175;-67.88633025
13;Amazonas;1303403;Parintins;1300311;1311435;1;Aldeia Indígena São Francisco;130340330000014;Rural;8;5;130340300012;Aldeia Indígena São Francisco de Assis;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;2580;2;51132;1;1;-3.15214775;-56.86448606
13;Amazonas;1303809;São Gabriel da Cachoeira;1300312;1311498;1;Comunidade Indígena Bela Vista (Alto Rio Içana);130380905000202;Rural;8;5;130380900030;Aldeia Indígena Bela Vista;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4982;2;49963;2;1;1.415389833;-68.60583156
13;Amazonas;1303700;Santo Antônio do Içá;1300313;1311006;1;Aldeia Indígena São João;130370005000075;Rural;8;5;130370000010;Aldeia Indígena São João;50340;6201;Betania;Regularizada;30202001857;Alto Solimões;2809;2;50780;2;1;-2.986267;-68.202058
13;Amazonas;1300805;Borba;1300314;1312326;1;Aldeia Indígena Vila Gulosa / Costa do Irari;130080505000063;Rural;8;5;130080500009;Aldeia Indígena Arary;50019;3701;Arary;Regularizada;30202001871;Manaus;2519;1;47130;1;1;-4.741180417;-59.94724614
13;Amazonas;1301407;Eirunepé;1300317;1311493;1;Aldeia Indígena Matrinchã;130140705000082;Rural;8;5;130140700020;Aldeia Indígena Matrinxã;50352;28201;Mawetek;Regularizada;30202001892;Vale do Javari;1727;2;49438;1;1;-6.717547;-70.40950344
13;Amazonas;1303809;São Gabriel da Cachoeira;1300318;1312195;1;Comunidade Indígena Santa Rosa (Rio Içana);130380905000209;Rural;8;5;130380900115;Aldeia Indígena Comunidade Santa Rosa;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4982;2;49963;2;1;1.465721639;-68.28658394
13;Amazonas;1302900;Maués;1300319;1310555;1;Comunidade Indígena Maraú Novo;130290015000026;Rural;5;5;130290000017;Aldeia Indígena Marau Novo;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;5010;2;51927;1;1;-3.674353333;-56.99219831
13;Amazonas;1302405;Lábrea;1300320;1310978;1;Aldeia Indígena Nova Morada;130240505000218;Rural;7;5;130240500085;Aldeia Indígena Nova Morada;8354;34402;Paumari do Lago Marahã;Regularizada;30202001878;Médio Purus;2238;1;48221;1;1;-7.458375417;-65.18656244
13;Amazonas;1302702;Manicoré;1300322;1311759;1;Aldeia Indígena Taracuá;130270205000179;Rural;7;5;130270200094;Aldeia Indígena Taracua;50058;35401;Pinatuba;Regularizada;30202001871;Manaus;2553;1;49096;1;1;-5.607315528;-60.78635917
13;Amazonas;1304237;Tonantins;1300324;1310771;1;Aldeia Indígena Santa Fé;130423705000049;Rural;7;5;130423700017;Aldeia Indígena Santa Fé;50077;42001;São Sebastião;Regularizada;30202001857;Alto Solimões;1783;1;51050;1;1;-2.753532056;-67.60009142
13;Amazonas;1300201;Atalaia do Norte;1300325;1312040;1;Aldeia Indígena São Meireles;130020105000128;Rural;8;5;130020100075;Aldeia Indigena São Meireles;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;403;1;47002;1;1;-5.358276167;-72.87737686
13;Amazonas;1303007;Nhamundá;1300326;1311979;1;Aldeia Indígena Cachoeira Porteira;130300705000041;Rural;5;5;130300700014;Aldeia Indígena Porteira;9989;30501;Nhamundá/Mapuera;Regularizada;30202001871;Manaus;2708;2;51450;1;1;-1.374286639;-57.976385
13;Amazonas;1303809;São Gabriel da Cachoeira;1300327;1310713;1;Comunidade Indígena Tapuruquara Mirim;130380905000112;Rural;5;5;130380900129;Aldeia Indígena Comunidade Tapuruquara Mirim;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;4598;1;51692;1;1;-0.422487028;-66.407582
13;Amazonas;1303809;São Gabriel da Cachoeira;1300328;1310934;1;Aldeia Indígena Pirapucu;130380920000027;Rural;8;5;130380900280;Aldeia Indígena Pirapucu;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3204;1;49359;1;1;0.502740972;-67.30389394
13;Amazonas;1300805;Borba;1300330;1311218;1;Aldeia Indígena Sauru;130080520000045;Rural;8;5;130080500039;Aldeia Indígena Sauru;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-4.093515944;-59.10602942
13;Amazonas;1300201;Atalaia do Norte;1300331;1311633;1;Aldeia Indígena Remancinho;130020105000090;Rural;5;5;130020100039;Aldeia Indígena Remancinho;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;455;1;47126;1;1;-5.966520889;-70.62002708
13;Amazonas;1303809;São Gabriel da Cachoeira;1300332;1310026;1;Comunidade Indígena Querari;130380905000185;Rural;8;5;130380900047;Aldeia Indígena Querari;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2409;2;51235;1;1;1.084019361;-69.83661331
13;Amazonas;1301407;Eirunepé;1300334;1311502;1;Aldeia Indígena Barreiro;130140705000022;Rural;8;5;130140700002;Aldeia Indígena Mamori;8850;20601;Kanamari do Rio Juruá;Regularizada;30202001892;Vale do Javari;1719;1;48974;1;1;-6.659656028;-69.56457806
13;Amazonas;1300300;Autazes;1300335;1310115;1;Aldeia Indígena Paracuhuba;130030005000063;Rural;8;5;130030000011;Aldeia Indígena Paracuuba;8311;32801;Paracuhuba;Regularizada;30202001871;Manaus;2445;1;49404;1;1;-3.546549139;-59.09102878
13;Amazonas;1303908;São Paulo de Olivença;1300336;1311564;1;Aldeia Indígena Nossa Senhora de Nazaré;130390805000035;Rural;8;5;130390800013;Aldeia Indígena Nossa Senhora de Nazaré;7820;12201;Évare II;Regularizada;30202001857;Alto Solimões;1728;2;49039;2;1;-3.548541111;-69.14945653
13;Amazonas;1304062;Tabatinga;1300337;1312179;2;Aldeia Indígena Palmares;130406205000082;Rural;5;5;130406200034;Aldeia Indígena Palmares;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;1747;1;51054;2;1;-4.014054056;-69.46650111
13;Amazonas;1303700;Santo Antônio do Içá;1300338;1311986;1;Aldeia Indígena Boa Vista do Rio Içá;130370005000081;Rural;8;5;130370000015;Aldeia Indígena Boa Vista do Igarapé Matintin;50046;28101;Matintin;Regularizada;30202001857;Alto Solimões;2431;2;;;1;-2.877715556;-68.44662164
13;Amazonas;1303809;São Gabriel da Cachoeira;1300339;1310094;1;Aldeia Indígena Santa Isabel;130380905000175;Rural;5;5;130380900062;Aldeia Indígena Santa Isabel;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2236;2;47571;1;1;1.246786611;-68.95315403
13;Amazonas;1304062;Tabatinga;1300340;1310565;1;Aldeia Indígena Novo Cruzador;130406205000063;Rural;5;5;130406200015;Aldeia Indígena Novo Cruzador;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2743;1;49965;1;1;-4.166621667000001;-69.598175
13;Amazonas;1303809;São Gabriel da Cachoeira;1300341;1312215;1;Aldeia Indígena Boca da Estrada;130380905000153;Rural;5;5;130380900026;Aldeia Indígena Estrada;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3822;2;50805;1;1;0.221559972;-69.5171855
13;Amazonas;1303809;São Gabriel da Cachoeira;1300343;1311693;1;Comunidade Indígena São Francisco de Sales;130380912000034;Rural;8;5;130380900117;Aldeia Indígena Comunidade São Francisco;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4982;2;49963;2;1;0.87978697339191;-67.2483835857078
13;Amazonas;1303809;São Gabriel da Cachoeira;1300345;1312114;1;Comunidade Indígena Ilha São Gregorio 2;130380905000222;Rural;8;5;130380900147;Aldeia Indígena São Gregório 2;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;3560;2;51071;1;1;-0.003280944;-67.23485558
13;Amazonas;1303809;São Gabriel da Cachoeira;1300346;1310081;1;Vila Santa Maria (Iauaretê);130380905000045;Rural;5;5;130380900005;Aldeia Indígena Santa Maria;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3236;1;49689;1;1;0.601144778;-69.201945
13;Amazonas;1303809;São Gabriel da Cachoeira;1300347;1312510;1;Comunidade Indígena Buia Igarapé;130380912000063;Rural;8;5;130380900287;Aldeia Indígena Buia Igarapé;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4604;2;47564;1;1;0.904937722;-67.47869156
13;Amazonas;1304237;Tonantins;1300350;1310181;1;Aldeia Indígena Novo Horizonte;130423705000088;Rural;8;5;130423700031;Aldeia Indígena Novo Horizonte;50587;58201;São Domingos do Jacapari e Estação;Regularizada;30202001857;Alto Solimões;2431;2;;;1;-2.768373444;-67.49444944
13;Amazonas;1302900;Maués;1300351;1311287;1;Comunidade Indígena Nova Vida;130290015000076;Rural;8;5;130290000070;Aldeia Indígena Nova Vida;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-3.656227389;-57.06823703
13;Amazonas;1301605;Fonte Boa;1300352;1311328;1;Aldeia Indígena Acapuri de Cima;130160505000040;Rural;8;5;130160500001;Aldeia Indígena Acapuri de Cima;50016;101;Acapuri de Cima;Declarada;30202001857;Alto Solimões;1729;1;50682;1;1;-2.671510306;-66.81632667
13;Amazonas;1301407;Eirunepé;1300354;1311565;1;Aldeia Indígena Beija-Flor;130140705000028;Rural;8;5;130140700003;Aldeia Indígena Beija Flor;8850;20601;Kanamari do Rio Juruá;Regularizada;30202001892;Vale do Javari;2233;2;48136;2;1;-7.009988111;-69.71037289
13;Amazonas;1300607;Benjamin Constant;1300355;1310372;1;Aldeia Indígena Bom Pastor 1;130060705000065;Rural;8;5;130060700026;Aldeia Indígena Bom Pastor 1;50076;41701;São Leopoldo;Regularizada;30202001857;Alto Solimões;4472;1;50283;1;1;-4.369161861000001;-69.64067922
13;Amazonas;1301951;Itamarati;1300357;1312062;1;Aldeia Indígena Terra Nova;130195105000055;Rural;8;5;130195100034;Aldeia Indígena Terra Nova - Morada Nova;8044;10901;Deni;Regularizada;30202001878;Médio Purus;3408;2;46909;1;1;-6.211406472;-67.86470139
13;Amazonas;1300409;Barcelos;1300358;1310678;1;Aldeia Indígena Maracanã;130040905000155;Rural;8;5;130040900042;Aldeia Indígena Aldeia Maracanã;8656;50901;Yanomami;Regularizada;30202001955;Roraima;4982;2;49963;2;1;1.892517639;-63.59672483
13;Amazonas;1300508;Barreirinha;1300359;1311663;1;Aldeia Indígena Umirituba;130050810000016;Rural;8;5;130050800015;Aldeia Indígena Umirituba;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;404;2;50597;1;1;-3.471398333;-56.91685667
13;Amazonas;1303809;São Gabriel da Cachoeira;1300360;1311872;1;Comunidade Indígena São Sebastião 2;130380905000233;Rural;8;5;130380900201;Aldeia Indígena Maloca São Sebastiao;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;1660;2;50671;1;1;0.273869889;-69.76234778
13;Amazonas;1300508;Barreirinha;1300361;1312506;1;Aldeia Indígena Fé em Deus;130050810000023;Rural;8;5;130050800012;Aldeia Indígena Fé em Deus/Sapucaia;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;;;51770;2;1;-3.351582152218367;-56.92830156018306
13;Amazonas;1304062;Tabatinga;1300362;1312338;1;Aldeia Indígena Nova Jordânia;130406205000149;Rural;8;5;130406200056;Aldeia Indígena Nova Jordânia;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2727;1;49963;1;1;-4.052272611;-69.53892606
13;Amazonas;1300201;Atalaia do Norte;1300364;1311183;1;Aldeia Indígena Santa Luzia;130020105000174;Rural;7;5;130020100111;Aldeia Indígena Santa Luzia;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;2431;2;;;1;-6.770194222;-72.05524294
13;Amazonas;1304062;Tabatinga;1300365;1311231;1;Aldeia Indígena Santa Rosa;130406205000061;Rural;5;5;130406200013;Aldeia Indígena Santa Rosa;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2758;1;49966;1;1;-4.214793333000001;-69.68629
13;Amazonas;1304104;Tapauá;1300366;1312035;1;Aldeia Indígena Viagem;130410405000054;Rural;8;5;130410400006;Aldeia Indígena Viagem;8044;10901;Deni;Regularizada;30202001878;Médio Purus;4982;2;49963;2;1;-6.778191278;-66.97503931
13;Amazonas;1301704;Humaitá;1300367;1310751;1;Aldeia Indígena Parintintin / Traíra;130170405000154;Rural;5;5;130170400044;Aldeia Indígena Parintintin / Traíra;8974;31201;Nove de Janeiro;Regularizada;30202001864;Madeira;3403;2;50844;2;1;-7.556998;-62.71682369
13;Amazonas;1302900;Maués;1300368;1311679;1;Aldeia Indígena Santo Antônio de Pádua;130290015000053;Rural;8;5;130290000041;Aldeia Indígena Monte Salém;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;4483;2;49282;1;1;-3.873987833;-57.15307925
13;Amazonas;1302900;Maués;1300369;1312323;1;Aldeia Indígena Vila da Paz;130290015000050;Rural;8;5;130290000038;Aldeia Indígena Vila da Paz;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;3777;2;51931;1;1;-3.790162139;-57.2039135
13;Amazonas;1300508;Barreirinha;1300371;1310986;1;Aldeia Indígena Araticum Novo;130050810000013;Rural;8;5;130050800008;Aldeia Indígena Araticum Novo;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;2654;2;51129;1;1;-3.302048;-57.053195
13;Amazonas;1303809;São Gabriel da Cachoeira;1300375;1310151;1;Comunidade Indígena Curaci;130380905000192;Rural;8;5;130380900048;Aldeia Indígena Curaci / Heerikanani;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2469;2;49385;1;1;1.629072639;-69.07338144
13;Amazonas;1302900;Maués;1300376;1310560;1;Aldeia Indígena São João;130290015000087;Rural;8;5;130290000096;Comunidade Indígena São João 2;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-3.70545;-57.09313833
13;Amazonas;1304104;Tapauá;1300377;1311700;1;Aldeia Indigena São João;130410405000081;Rural;8;5;130410400020;Aldeia Indígena São João;8672;2701;Apurinã do Igarapé São João;Regularizada;30202001878;Médio Purus;;;;;1;-5.62253563892161;-63.1780307803111
